,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
389,Petite-PatrieNortheast,45.5378032,-73.6015255,Les Empoteuses,45.53809793731425,-73.60119090411843,Breakfast Spot
390,Petite-PatrieNortheast,45.5378032,-73.6015255,Pat'e Palo,45.54094961084736,-73.5986045161515,Peruvian Restaurant
391,Petite-PatrieNortheast,45.5378032,-73.6015255,Y Lan,45.53388131849034,-73.6046587183548,Vietnamese Restaurant
392,Petite-PatrieNortheast,45.5378032,-73.6015255,Vegano Cuisine Végétalienne,45.54048826118197,-73.59930038452148,Vegetarian / Vegan Restaurant
393,Petite-PatrieNortheast,45.5378032,-73.6015255,Autour d'un Pain,45.54010894350434,-73.59953459343706,Bakery
394,Concordia University,45.4945643,-73.5773775,Café Myriade,45.496103,-73.577927,Café
395,Concordia University,45.4945643,-73.5773775,Koa Lua,45.495903253405935,-73.57695227823368,Hawaiian Restaurant
396,Concordia University,45.4945643,-73.5773775,Garage Beirut,45.495202,-73.576053,Lebanese Restaurant
397,Concordia University,45.4945643,-73.5773775,Antep Kabab,45.49537092150012,-73.57959502801488,Middle Eastern Restaurant
398,Concordia University,45.4945643,-73.5773775,Parma Café,45.495896968005106,-73.57498736852337,Italian Restaurant
399,Concordia University,45.4945643,-73.5773775,Otto Yakitori,45.494481952279735,-73.5800078612566,Japanese Restaurant
400,Concordia University,45.4945643,-73.5773775,Kazu,45.493013703554944,-73.58020256600203,Japanese Restaurant
401,Concordia University,45.4945643,-73.5773775,La Belle & La Boeuf,45.49425153518703,-73.57869261103698,Burger Joint
402,Concordia University,45.4945643,-73.5773775,Nos Thés & Cafés,45.494743745196274,-73.57828259468079,Café
403,Concordia University,45.4945643,-73.5773775,Kafein,45.49703310359842,-73.57724351374652,Café
404,Concordia University,45.4945643,-73.5773775,Pho Nguyen,45.494408,-73.580477,Vietnamese Restaurant
405,Concordia University,45.4945643,-73.5773775,Gyu Kaku,45.49694006809792,-73.57518197910338,Japanese Restaurant
406,Concordia University,45.4945643,-73.5773775,La Panthère Verte,45.497335,-73.580144,Vegetarian / Vegan Restaurant
407,Concordia University,45.4945643,-73.5773775,Bar-B Barn,45.49446466380315,-73.57628693929512,BBQ Joint
408,Concordia University,45.4945643,-73.5773775,Jouney,45.495307790564716,-73.57727408409119,Mediterranean Restaurant
409,Concordia University,45.4945643,-73.5773775,GaNaDaRa,45.49379169728297,-73.58149401707946,Korean Restaurant
410,Concordia University,45.4945643,-73.5773775,Notre-Boeuf-de-Grâce,45.497642920356185,-73.57782143826321,Burger Joint
411,Concordia University,45.4945643,-73.5773775,Mai Xiang Yuan,45.49249422709471,-73.58085255155927,Dumpling Restaurant
412,Concordia University,45.4945643,-73.5773775,Burger Bar Crescent,45.49798073789932,-73.57722765793771,Burger Joint
413,Concordia University,45.4945643,-73.5773775,Mandy's,45.49828577282335,-73.57789545259563,Salad Place
414,Concordia University,45.4945643,-73.5773775,Madras Curry House / Maison de Cari,45.495296521439336,-73.57607890997939,Indian Restaurant
415,Concordia University,45.4945643,-73.5773775,Qing Hua Dumpling,45.49533231661538,-73.58106596530625,Dumpling Restaurant
416,Concordia University,45.4945643,-73.5773775,Wienstein & Gavino's,45.49760716548558,-73.57661723393896,Italian Restaurant
417,Concordia University,45.4945643,-73.5773775,Ristorante Beatrice (BICE),45.49698578605088,-73.58114809395758,Italian Restaurant
418,Concordia University,45.4945643,-73.5773775,Maison du Nord,45.49498268,-73.581241,Chinese Restaurant
419,Concordia University,45.4945643,-73.5773775,allô! mon coco,45.49466988012859,-73.58042761191594,Breakfast Spot
420,Concordia University,45.4945643,-73.5773775,Europea,45.49768544853375,-73.57437266013704,French Restaurant
421,Concordia University,45.4945643,-73.5773775,PM (Pret-à-Manger),45.49372549128507,-73.57947753977855,Chinese Restaurant
422,Concordia University,45.4945643,-73.5773775,Al-Baghdadi,45.49582775092925,-73.58043035806554,Middle Eastern Restaurant
423,Concordia University,45.4945643,-73.5773775,Boustan,45.498063,-73.577838,Middle Eastern Restaurant
424,Concordia University,45.4945643,-73.5773775,Café Aunja,45.497784253258516,-73.5804163883497,Café
425,Concordia University,45.4945643,-73.5773775,A&W Canada,45.496042,-73.578837,Fast Food Restaurant
426,Concordia University,45.4945643,-73.5773775,Brit & Chips,45.49758417435124,-73.57789791615677,Fish & Chips Shop
427,Concordia University,45.4945643,-73.5773775,Thali Cuisine Indienne,45.49301843401864,-73.58070702807213,Indian Restaurant
428,Concordia University,45.4945643,-73.5773775,Hinnawi Bros Bagel & Café,45.496541944679976,-73.5789065963606,Café
429,Concordia University,45.4945643,-73.5773775,Hurley's Irish Pub,45.49678442314481,-73.57478170367789,Irish Pub
430,Concordia University,45.4945643,-73.5773775,Kinka Izakaya,45.49418226038172,-73.57877874316654,Japanese Restaurant
431,Concordia University,45.4945643,-73.5773775,Sammi & Soupe Dumpling,45.492733,-73.58072,Chinese Restaurant
432,Concordia University,45.4945643,-73.5773775,Lov,45.49755486020458,-73.57447689366606,Vegetarian / Vegan Restaurant
433,Concordia University,45.4945643,-73.5773775,Leaves Cafe,45.498961586028315,-73.57724869767002,Café
434,Concordia University,45.4945643,-73.5773775,La Société Bistro,45.49826675373463,-73.57574078785852,French Restaurant
435,Concordia University,45.4945643,-73.5773775,BIS Ristorante,45.49769118702176,-73.57439550081068,Italian Restaurant
436,Concordia University,45.4945643,-73.5773775,Mango Bay,45.49523258484202,-73.57619047164916,Caribbean Restaurant
437,Concordia University,45.4945643,-73.5773775,Ferrari,45.49681773633633,-73.5767245077439,Italian Restaurant
438,Concordia University,45.4945643,-73.5773775,Il Campari Centro,45.4969805,-73.573126,Italian Restaurant
439,Concordia University,45.4945643,-73.5773775,QDC Burger,45.497433,-73.572945,Burger Joint
440,Concordia University,45.4945643,-73.5773775,Ramen Misoya,45.49767812405797,-73.57856497849997,Ramen Restaurant
441,Concordia University,45.4945643,-73.5773775,Le Poké Bar,45.49859935313982,-73.57841964635685,Hawaiian Restaurant
442,Concordia University,45.4945643,-73.5773775,Cuisine Szechuan,45.496490762002615,-73.58154657663482,Szechuan Restaurant
443,Concordia University,45.4945643,-73.5773775,Kinton Ramen,45.49600845848626,-73.57498983390354,Ramen Restaurant
444,Concordia University,45.4945643,-73.5773775,Le Tokebi,45.49651687207233,-73.57417362283519,Korean Restaurant
445,Concordia University,45.4945643,-73.5773775,Da Vinci Restaurant,45.49571818481912,-73.57463228435199,Italian Restaurant
446,Concordia University,45.4945643,-73.5773775,Escondite,45.497888,-73.573053,Mexican Restaurant
447,Concordia University,45.4945643,-73.5773775,La Queue de Cheval,45.49718752385592,-73.573066162333,Steakhouse
448,Concordia University,45.4945643,-73.5773775,Café Il Cortile,45.49774775949904,-73.58024736599627,Italian Restaurant
449,Concordia University,45.4945643,-73.5773775,Mon Ami,45.4914528475754,-73.5819506487481,Korean Restaurant
450,Concordia University,45.4945643,-73.5773775,Vladimir Poutine,45.49739245331076,-73.57467985166295,Poutine Place
451,Concordia University,45.4945643,-73.5773775,Schlouppe Bistrot Nakamichi,45.49738934885144,-73.58024301282799,Ramen Restaurant
452,Concordia University,45.4945643,-73.5773775,Avesta,45.491529087007144,-73.58186784225644,Turkish Restaurant
453,Concordia University,45.4945643,-73.5773775,Eggspectation,45.49861786550448,-73.57701764022951,Breakfast Spot
454,Concordia University,45.4945643,-73.5773775,Via Resto Lounge,45.497515552952265,-73.57634471495331,Italian Restaurant
455,Concordia University,45.4945643,-73.5773775,M Café,45.49872256772757,-73.57688276219629,Café
456,Concordia University,45.4945643,-73.5773775,Pizza Chez Dany,45.49770697348297,-73.57464589716474,Pizza Place
457,Concordia University,45.4945643,-73.5773775,Devi,45.49767,-73.576826,Indian Restaurant
458,Concordia University,45.4945643,-73.5773775,Crescent Sushi,45.49762818204634,-73.57651531505653,Sushi Restaurant
459,VerdunNorth,45.4548269,-73.56987290000001,Bagel St-Lo,45.452881,-73.572465,Bagel Shop
460,VerdunNorth,45.4548269,-73.56987290000001,Restaurant Su,45.45491253140561,-73.567801580765,Mediterranean Restaurant
461,VerdunNorth,45.4548269,-73.56987290000001,Rex Pizza,45.45714134131625,-73.5677013042513,Pizza Place
462,VerdunNorth,45.4548269,-73.56987290000001,El Sabor de Mexico,45.456070322493765,-73.56767744063065,Mexican Restaurant
463,VerdunNorth,45.4548269,-73.56987290000001,Well,45.45867,-73.56762,Breakfast Spot
464,VerdunNorth,45.4548269,-73.56987290000001,Le Baobab,45.45723768352502,-73.56747023410517,Café
465,VerdunNorth,45.4548269,-73.56987290000001,Comptoir 21,45.4569177111675,-73.56758856587226,Fish & Chips Shop
466,VerdunNorth,45.4548269,-73.56987290000001,Cafe de la Troisième,45.45730058553076,-73.567132935679,Café
467,VerdunNorth,45.4548269,-73.56987290000001,Le Trèfle,45.45792,-73.56687,Irish Pub
468,VerdunNorth,45.4548269,-73.56987290000001,Pho Bac,45.457701379125055,-73.56749156105833,Vietnamese Restaurant
469,VerdunNorth,45.4548269,-73.56987290000001,Crèmes Boboules,45.458091,-73.567401,Food
470,VerdunNorth,45.4548269,-73.56987290000001,Palais d'Ajit,45.4573974609375,-73.57198333740234,Indian Restaurant
471,VerdunNorth,45.4548269,-73.56987290000001,Pizza Mory,45.45798049222415,-73.57184704657362,Pizza Place
472,VerdunNorth,45.4548269,-73.56987290000001,Villa Wellington,45.45782223517583,-73.56750964426963,Peruvian Restaurant
473,VerdunNorth,45.4548269,-73.56987290000001,Au Coq,45.4521231888536,-73.57260704040527,BBQ Joint
474,VerdunNorth,45.4548269,-73.56987290000001,Crescendo,45.45479147058774,-73.56384796921301,Italian Restaurant
475,VerdunNorth,45.4548269,-73.56987290000001,Subway,45.45815306356107,-73.57157222637193,Sandwich Place
476,VerdunNorth,45.4548269,-73.56987290000001,Pizzeria Woodland,45.4526691,-73.5679299,Pizza Place
477,VerdunNorth,45.4548269,-73.56987290000001,Sushi Time,45.458864023740865,-73.56735851526446,Sushi Restaurant
478,VerdunNorth,45.4548269,-73.56987290000001,Mémé Tartine,45.45885075649118,-73.57177252937417,Bakery
479,VerdunNorth,45.4548269,-73.56987290000001,Taj Mahal l'Inde,45.45824,-73.567353,Indian Restaurant
480,VerdunNorth,45.4548269,-73.56987290000001,Nouveau Verdun,45.456260192528724,-73.5720428341167,Restaurant
481,VerdunNorth,45.4548269,-73.56987290000001,Sushi Hikaru,45.45413814122513,-73.56785372376966,Sushi Restaurant
482,VerdunNorth,45.4548269,-73.56987290000001,Basha,45.456061359687375,-73.56772255592642,Falafel Restaurant
483,VerdunNorth,45.4548269,-73.56987290000001,Les Iles en ville,45.453519,-73.567733,Seafood Restaurant
484,VerdunNorth,45.4548269,-73.56987290000001,Boustan,45.4565959,-73.5675739,Middle Eastern Restaurant
485,VerdunNorth,45.4548269,-73.56987290000001,Le Lotus Bleu,45.4571848,-73.5718741,Chinese Restaurant
486,VerdunNorth,45.4548269,-73.56987290000001,Casse-croute Normand,45.45721198508996,-73.571875167502,Burger Joint
487,VerdunNorth,45.4548269,-73.56987290000001,Pizza Expresso,45.45803625954977,-73.567430339704,Pizza Place
488,VerdunNorth,45.4548269,-73.56987290000001,Luciano,45.458422239014,-73.57182242995971,Italian Restaurant
489,VerdunNorth,45.4548269,-73.56987290000001,La Belle Province,45.45839141141316,-73.56721037755928,Fast Food Restaurant
490,VerdunNorth,45.4548269,-73.56987290000001,Dragon de Chine,45.45886496335946,-73.57180235724778,Chinese Restaurant
491,Pont-Viau,45.570336,-73.692033,Au Biniou,45.572477,-73.688805,French Restaurant
492,Pont-Viau,45.570336,-73.692033,Le Pirate,45.57369186461469,-73.69590922553535,Italian Restaurant
493,Pont-Viau,45.570336,-73.692033,PFK,45.57023159221158,-73.69184454559982,Fast Food Restaurant
494,Pont-Viau,45.570336,-73.692033,Pizza Pizza,45.57242965698242,-73.69469451904297,Pizza Place
495,Pont-Viau,45.570336,-73.692033,L'Oeuficiel,45.57260467203014,-73.69468037305148,Breakfast Spot
496,Dollard-des-OrmeauxSouthwest,45.4895636,-73.8205567,Danny's Bakeshop,45.49121192342082,-73.82171903494334,Bakery
497,Dollard-des-OrmeauxSouthwest,45.4895636,-73.8205567,Alpenhouse,45.486539,-73.820427,Swiss Restaurant
498,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Chez Boulay - Bistro Boréal,46.81394,-71.210846,Scandinavian Restaurant
499,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Paillard,46.813850332938145,-71.21085157266452,Bakery
500,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Le Chic Shack,46.812953683086995,-71.20539217212804,Fast Food Restaurant
501,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Baguette et Chocolat,46.81436586126773,-71.20792034912044,Café
502,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Le Continental,46.811893622385234,-71.20693624019623,Steakhouse
503,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Portofino,46.814762,-71.209174,Italian Restaurant
504,Reserved0H0: Santa Claus,46.8138783,-71.2079809,La Maison Smith,46.81335360515684,-71.20765873640076,Café
505,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Polina Pizzeria,46.81151795525871,-71.20778522896681,Pizza Place
506,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Aux Anciens Canadiens,46.81171634489787,-71.20730454529166,French Restaurant
507,Reserved0H0: Santa Claus,46.8138783,-71.2079809,BEclub Bistro Bar,46.813674,-71.211341,Gastropub
508,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Le Saint-Amour,46.811331,-71.210221,French Restaurant
509,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Le Casse-Crêpe Breton,46.81414167784736,-71.21034522657126,Creperie
510,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Restaurant 1640,46.81286837346606,-71.20594958608184,French Restaurant
511,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Chez Temporel,46.81521286654657,-71.20822205167734,Café
512,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Chez Jules,46.81298941706898,-71.206379875563,French Restaurant
513,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Mary's Popcorn Shop,46.81293234083114,-71.20366408484043,Snack Place
514,Reserved0H0: Santa Claus,46.8138783,-71.2079809,La Bûche,46.81128851034051,-71.20808945159246,Restaurant
515,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Bistro Trois Garçons,46.813750696263696,-71.21115130248735,Restaurant
516,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Restaurant Légende,46.81712463447477,-71.21000412599655,Restaurant
517,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Tournebroche,46.814602170482644,-71.20928380238634,Restaurant
518,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Bello Ristorante,46.810592633371236,-71.20923472768158,Italian Restaurant
519,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Le Lapin Sauté,46.81170713676776,-71.20358526039803,French Restaurant
520,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Sapristi,46.812904102921046,-71.21267382825583,Gastropub
521,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Le Cochon Dingue,46.811653,-71.203432,French Restaurant
522,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Bistro Sous-Le-Fort,46.81260964029469,-71.20327411876562,French Restaurant
523,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Le Parmesan,46.81164574588607,-71.20748134445027,Italian Restaurant
524,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Café La Maison Smith,46.814187516843106,-71.2102342803869,Café
525,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Ristorante il Matto 71,46.81447434748253,-71.2029404926081,Italian Restaurant
526,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Champlain,46.81247721784012,-71.20478796847625,French Restaurant
527,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Chez Victor,46.817154,-71.211848,Burger Joint
528,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Bistro Le Sam,46.81193775248661,-71.20517746152473,Bistro
529,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Entrecôte Saint-Jean,46.81364427046381,-71.2112121709458,Steakhouse
530,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Le Petit Coin Latin,46.812741,-71.212118,French Restaurant
531,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Les Cafés Du Soleil,46.816742929068866,-71.20569310875277,Café
532,Reserved0H0: Santa Claus,46.8138783,-71.2079809,La Crémailère,46.813292283635576,-71.20851155557483,French Restaurant
533,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Café Félin Ma Langue Aux Chats,46.816849323056985,-71.21182981058173,Pet Café
534,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Buffet de l'Antiquaire,46.816367542707205,-71.2045319629974,Buffet
535,Reserved0H0: Santa Claus,46.8138783,-71.2079809,L'Escale,46.812855,-71.203545,Creperie
536,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Les Frères de la Côte,46.814124257227846,-71.2103761640526,French Restaurant
537,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Restaurant SSS,46.81632810719593,-71.20383893906268,Restaurant
538,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Au Petit Coin Breton,46.81316355183347,-71.21218333916573,Creperie
539,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Le Quai 19,46.816273272431594,-71.20318507515707,Restaurant
540,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Chez Rioux & Pettigrew,46.816685,-71.2068,Restaurant
541,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Restaurant L'Echaudé,46.81577154230332,-71.20350117632675,French Restaurant
542,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Le Panache,46.81464642267083,-71.20185445061132,French Restaurant
543,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Toast Restaurant,46.81443543484055,-71.203127418585,French Restaurant
544,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Restaurant Apsara,46.81043368637879,-71.21059621249229,Thai Restaurant
545,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Restaurant Café St-Malo,46.816361303059956,-71.20393417705938,French Restaurant
546,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Le Mezze Taverna Grecque,46.81691130960354,-71.211692885155,Greek Restaurant
547,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Côtes A Côtes Resto-Grill,46.81240764699867,-71.20226551894669,Steakhouse
548,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Conti Caffe,46.811839,-71.207072,Café
549,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Le Feu Sacré,46.81086523779539,-71.20893385404031,Steakhouse
550,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Le pub des Borgia,46.81263768498153,-71.2035565587637,Bistro
551,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Spag & Tini,46.81224856561212,-71.2027516434441,Italian Restaurant
552,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Le Brigantin,46.816257631459685,-71.20356049580197,Bistro
553,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Subway,46.81341778720295,-71.20556884746992,Sandwich Place
554,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Cafe de Paris,46.810967619203616,-71.20869492265184,French Restaurant
555,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Pizzeria d'Youville,46.81299243459963,-71.21253795964063,Pizza Place
556,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Restaurant Initiale,46.814028561896976,-71.2024075148231,French Restaurant
557,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Subway,46.81642741827157,-71.20284539553472,Sandwich Place
558,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Sapristi,46.81209063733839,-71.20328713162007,Gastropub
559,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Le Casse Cou,46.81091010003692,-71.20344749861424,Diner
560,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Veravin,46.81702531352189,-71.20948342299101,Gastropub
561,Reserved0H0: Santa Claus,46.8138783,-71.2079809,La Piazzetta Vieux-Port,46.816197,-71.2038057,Pizza Place
562,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Quebec City,46.816822,-71.20924,French Restaurant
563,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Café Bistro Du Cap,46.8155386748627,-71.2034044524846,French Restaurant
564,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Restaurant Asia,46.81604227264018,-71.20345701479134,Thai Restaurant
565,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Sushi Samurai,46.816564,-71.212767,Sushi Restaurant
566,Reserved0H0: Santa Claus,46.8138783,-71.2079809,La Cuisine du Marché,46.818081,-71.209383,Fast Food Restaurant
567,Reserved0H0: Santa Claus,46.8138783,-71.2079809,Louise,46.816338,-71.202692,French Restaurant
568,Montréal-NordSouth,45.498056,-73.661287,Rib N Reef Steakhouse,45.498728608167994,-73.65910809787434,Steakhouse
569,Montréal-NordSouth,45.498056,-73.661287,Gibeau Orange Julep,45.49580318786657,-73.65667838998361,Fast Food Restaurant
570,Montréal-NordSouth,45.498056,-73.661287,La Prep,45.497486977866096,-73.659466554487,Café
571,Montréal-NordSouth,45.498056,-73.661287,Eggspectation,45.496752820076175,-73.65519412774047,Breakfast Spot
572,Montréal-NordSouth,45.498056,-73.661287,Madisons Restaurant & Bar,45.498053,-73.657811,Restaurant
573,Montréal-NordSouth,45.498056,-73.661287,Paninoteca,45.49792644309104,-73.65717114466197,Deli / Bodega
574,Montréal-NordSouth,45.498056,-73.661287,Manwin Cafeteria,45.4973701680767,-73.65629218953109,Cafeteria
575,Montréal-NordSouth,45.498056,-73.661287,Dlux,45.49714549525866,-73.65524204525313,Café
576,Montréal-NordSouth,45.498056,-73.661287,Otago,45.497071,-73.655165,Restaurant
577,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Trip de Bouffe,45.52270827672983,-73.58408783673693,Middle Eastern Restaurant
578,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,La Touche bar à café,45.52180707998691,-73.5848331540197,Café
579,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Aux Vivres,45.5210858472639,-73.58850557756391,Vegetarian / Vegan Restaurant
580,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,La Panthère Verte,45.52167600437882,-73.58496547262168,Vegetarian / Vegan Restaurant
581,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Robin des Bois,45.52128094182731,-73.58880602655957,Mediterranean Restaurant
582,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Ouzeri,45.525096537179365,-73.58553980220184,Greek Restaurant
583,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Bistro L'Entrepont,45.5230257857028,-73.58644011004004,French Restaurant
584,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Plein Sud,45.52227799985729,-73.58443750235735,French Restaurant
585,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Hof Kelsten,45.520385149180676,-73.58698304843867,Bakery
586,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,HarBin Dumplings,45.521554752047884,-73.58939481237067,Dumpling Restaurant
587,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Bocadillo,45.52008125317666,-73.58654564747677,South American Restaurant
588,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,La Distributrice,45.524173889745796,-73.58275826388797,Café
589,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,La Pizzaiolle,45.52567889236113,-73.58638142259922,Pizza Place
590,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Monsieur B,45.52492781586982,-73.5863560065183,French Restaurant
591,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Pizzeria Romeo,45.522787,-73.58415,Pizza Place
592,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,La Matraca,45.52462778410428,-73.58437198756918,Mexican Restaurant
593,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Vasconia Boulangerie,45.525240406088884,-73.58580616678618,Bakery
594,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Kahwa Café,45.523209,-73.583799,Café
595,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Melbourne,45.5209586097926,-73.58820456939965,Café
596,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,GAB,45.52164110524418,-73.5897270318471,Café
597,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Sorocco,45.52476674503793,-73.58485841666683,Tapas Restaurant
598,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,La Belle Thailandaise,45.5240548,-73.5831642,Thai Restaurant
599,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Pause et Vous,45.52152966106082,-73.58514100313187,Breakfast Spot
600,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Le Doggy Café,45.525021229212776,-73.58541727066039,Pet Café
601,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Chez Claudette,45.52642194660494,-73.59014452280385,Comfort Food Restaurant
602,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Cacique Grill,45.51999991762159,-73.58633995056152,South American Restaurant
603,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,La Binerie Mont-Royal,45.52368980190271,-73.58314148779237,Diner
604,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Ibéricos,45.523906,-73.582423,Tapas Restaurant
605,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Beautys Luncheonette,45.51902292389998,-73.58749728835535,Breakfast Spot
606,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Tartine & Chocolat,45.52448193008487,-73.58384356359082,Creperie
607,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Restaurant Le P'Tit Plateau,45.5223168188138,-73.58112585086467,French Restaurant
608,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Mange-Moi,45.52061908724722,-73.58599191583056,Burger Joint
609,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Le Toledo,45.523517,-73.583535,Bakery
610,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Belém Café & Yoga,45.51992474488168,-73.58558893203735,Café
611,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Sabór Latino,45.51934703365132,-73.58458870013779,Latin American Restaurant
612,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Café Tuyo,45.52270756168395,-73.5808045957513,Café
613,Plateau Mont-RoyalNorth,45.5231527,-73.58704300000001,Club Espagnol de Québec,45.51909149406395,-73.58508336569054,Spanish Restaurant
614,Downtown MontrealSouthwest,45.503480100000004,-73.5684895,Il Focolaio,45.504009,-73.568213,Pizza Place
615,Downtown MontrealSouthwest,45.503480100000004,-73.5684895,Time Out Market Montréal,45.5029943,-73.5701601,Restaurant
616,Downtown MontrealSouthwest,45.503480100000004,-73.5684895,Escondite,45.50304462383894,-73.5678883120217,Taco Place
617,Downtown MontrealSouthwest,45.503480100000004,-73.5684895,Five Guys,45.50261380459376,-73.57016891407007,Burger Joint
618,Downtown MontrealSouthwest,45.503480100000004,-73.5684895,Café Parvis,45.505817,-73.569302,Café
619,Downtown MontrealSouthwest,45.503480100000004,-73.5684895,Mandy's,45.50382272622568,-73.56874816088768,Salad Place
620,Downtown MontrealSouthwest,45.503480100000004,-73.5684895,Jatoba,45.50337547227794,-73.56741364411731,Restaurant
621,Downtown MontrealSouthwest,45.503480100000004,-73.5684895,biirū,45.505104900801804,-73.56886654760454,Japanese Restaurant
